branch_id,cert,bank_name,address,city,state,zip,deposit,branch_name,established_date,latitude,longitude,county,risk_score,risk_score
469,4297,"Capital One, National Association",6226 Greenbelt Rd,MCLEAN,Virginia,22102,187237,Greenbelt Plaza Mall Branch,6/30/1985,38.99791257,-76.9087332,Fairfax,94.59115495,High
470,22858,United Bank,7905 Heritage Village Plz,FAIRFAX,Virginia,22030,53835,Gainesville Branch,3/14/2007,38.8041166,-77.60287163,Fairfax,94.59115495,High
471,4297,"Capital One, National Association",101 Halpine Rd,MCLEAN,Virginia,22102,266122,Halpine Road Branch,6/30/1985,39.06176599,-77.12474901,Fairfax,94.59115495,High
472,22858,United Bank,2409 Columbia Pike,FAIRFAX,Virginia,22030,83438,South Arlington Branch,1/2/1996,38.86408002,-77.084207,Fairfax,94.59115495,High
473,4297,"Capital One, National Association",1181 University Blvd E,MCLEAN,Virginia,22102,343054,Hampshire-Langley Branch,6/30/1985,38.98872399,-76.98932503,Fairfax,94.59115495,High
474,22858,United Bank,514 Market St,FAIRFAX,Virginia,22030,550523,Parkersburg Branch,1839-01-01,39.26586701,-81.55970702,Fairfax,94.59115495,High
475,4297,"Capital One, National Association",8315 Georgia Ave,MCLEAN,Virginia,22102,142486,8401 Georgia Ave Branch,6/30/1985,38.99327302,-77.02628998,Fairfax,94.59115495,High
476,4297,"Capital One, National Association",13641 Connecticut Ave,MCLEAN,Virginia,22102,317331,13641 Connecticut Avenue Branch,6/30/1985,39.078571,-77.07919597,Fairfax,94.59115495,High
477,22858,United Bank,"1100 Connecticut Ave Nw, Ste 100",FAIRFAX,Virginia,22030,1040431,Connecticut Avenue Branch,2/21/2006,38.90408014,-77.04064022,Fairfax,94.59115495,High
478,22858,United Bank,2889 3rd Ave,FAIRFAX,Virginia,22030,127923,Huntington Branch,9/15/1980,38.42936401,-82.39956098,Fairfax,94.59115495,High
479,4297,"Capital One, National Association",5424 Western Ave,MCLEAN,Virginia,22102,1725957,5424 Western Ave Branch,6/30/1985,38.96226103,-77.0839281,Fairfax,94.59115495,High
480,22858,United Bank,1 Rosemar Cir,FAIRFAX,Virginia,22030,60662,Rosemar Branch,5/9/1984,39.29380301,-81.52337398,Fairfax,94.59115495,High
481,4297,"Capital One, National Association",1995 New Hwy,MCLEAN,Virginia,22102,763512,East Farmingdale Branch,8/25/2008,40.7544353,-73.414143,Fairfax,94.59115495,High
482,22858,United Bank,500 Virginia St E,FAIRFAX,Virginia,22030,1333871,Charleston Main Branch,10/1/1901,38.35134098,-81.63762502,Fairfax,94.59115495,High
483,4297,"Capital One, National Association",11408 Gulf Fwy,MCLEAN,Virginia,22102,96580,Almeda Branch,12/17/2008,29.63125898,-95.23400396,Fairfax,94.59115495,High
484,22858,United Bank,274 State Route 34,FAIRFAX,Virginia,22030,52678,Scott Depot Branch,5/11/1973,38.45082902,-81.93902703,Fairfax,94.59115495,High
485,4297,"Capital One, National Association",487 Springfield Ave,MCLEAN,Virginia,22102,21607,Springfield Avenue Branch,4/20/2009,40.73183401,-74.20180302,Fairfax,94.59115495,High
486,22858,United Bank,4605 Pennsylvania Ave,FAIRFAX,Virginia,22030,46070,Big Chimney Branch,9/10/1973,38.40596098,-81.53680498,Fairfax,94.59115495,High
487,4297,"Capital One, National Association",537 Market St,MCLEAN,Virginia,22102,100794,Market Street Branch,4/6/2009,40.732106,-74.15503996,Fairfax,94.59115495,High
488,22858,United Bank,2650 Grand Central Ave,FAIRFAX,Virginia,22030,80369,Vienna Branch,11/1/1954,39.32337399,-81.55061601,Fairfax,94.59115495,High
489,4297,"Capital One, National Association",4111 Gaston Ave,MCLEAN,Virginia,22102,211147,Gaston And Haskell Branch,10/20/2008,32.79434399,-96.77695601,Fairfax,94.59115495,High
490,22858,United Bank,531 a East Market Street,FAIRFAX,Virginia,22030,114140,Leesburg Branch,5/28/1996,39.181145,-77.533864,Fairfax,94.59115495,High
491,4297,"Capital One, National Association",620 W 181st St,MCLEAN,Virginia,22102,40562,West 181St Branch,9/15/2008,40.8496733,-73.9348871,Fairfax,94.59115495,High
492,4297,"Capital One, National Association",10211 River Rd,MCLEAN,Virginia,22102,202631,10211 River Road Branch,6/30/1986,39.01859033,-77.20964988,Fairfax,94.59115495,High
493,4297,"Capital One, National Association",7937 Ritchie Hwy,MCLEAN,Virginia,22102,71383,7937 Ritchie Highway Branch,6/30/1988,39.13741698,-76.59886799,Fairfax,94.59115495,High
494,4297,"Capital One, National Association",7110 5th Ave,MCLEAN,Virginia,22102,351718,Bay Ridge Branch,12/12/1975,40.63235045,-74.02164331,Fairfax,94.59115495,High
495,22858,United Bank,9626 Center St,FAIRFAX,Virginia,22030,160508,Manassas Branch,7/19/1999,38.75384001,-77.48888797,Fairfax,94.59115495,High
496,22858,United Bank,10800a Courthouse Rd,FAIRFAX,Virginia,22030,22771,Courthouse Rd Branch 22,11/29/2007,38.25143884,-77.50560614,Fairfax,94.59115495,High
497,22858,United Bank,1304 Central Park Blvd,FAIRFAX,Virginia,22030,48376,Central Park  Br 25 Branch,1/14/2008,38.302348,-77.51327503,Fairfax,94.59115495,High
498,22858,United Bank,23510 Overland Dr,FAIRFAX,Virginia,22030,55951,Dulles Branch 26 Branch,4/21/2008,38.96176498,-77.49615399,Fairfax,94.59115495,High
499,22858,United Bank,"7115 Leesburg Pike, Ste 101",FAIRFAX,Virginia,22030,132690,Falls Church Branch,12/15/2008,38.89468189,-77.19183131,Fairfax,94.59115495,High
500,22858,United Bank,6375 Multiplex Dr,FAIRFAX,Virginia,22030,100851,Centre Ridge Branch,2/17/2009,38.82714764,-77.44030998,Fairfax,94.59115495,High
501,22858,United Bank,17054 Richmond Highway,FAIRFAX,Virginia,22030,34115,Princeton Woods Branch,1/11/2010,38.58136735,-77.31083939,Fairfax,94.59115495,High
502,22858,United Bank,96 Main St,FAIRFAX,Virginia,22030,84625,Stanardsville Branch,7/21/2014,38.29723198,-78.44008202,Fairfax,94.59115495,High
503,22858,United Bank,3030 M St Nw,FAIRFAX,Virginia,22030,248582,Washington Dc Branch,5/13/2005,38.90500261,-77.05986604,Fairfax,94.59115495,High
504,22858,United Bank,5410 Wisconsin Ave,FAIRFAX,Virginia,22030,150427,Chevy Chase Branch,1/26/2006,38.96166302,-77.08653499,Fairfax,94.59115495,High
505,22858,United Bank,1301 U St Nw,FAIRFAX,Virginia,22030,106787,Ellilngton Branch,1/24/2011,38.91729379,-77.03052041,Fairfax,94.59115495,High
506,22858,United Bank,"8270 Greensboro Dr, Ste 500",FAIRFAX,Virginia,22030,321208,Mclean Cardinal Branch,6/8/1998,38.92361907,-77.23060574,Fairfax,94.59115495,High
507,22858,United Bank,1737 King St,FAIRFAX,Virginia,22030,92173,Alexandria Branch,6/5/2000,38.80688099,-77.05870498,Fairfax,94.59115495,High
508,22858,United Bank,46005 Regal Plaza St 180,FAIRFAX,Virginia,22030,130830,Sterling Branch,4/5/1999,39.03686,-77.408621,Fairfax,94.59115495,High
509,4297,"Capital One, National Association",2831 Alabama Ave Se,MCLEAN,Virginia,22102,17365,Good Hope Marketplace Branch,12/29/1994,38.85861414,-76.96756955,Fairfax,94.59115495,High
510,4297,"Capital One, National Association",44151 Ashburn Shopping Plz,MCLEAN,Virginia,22102,276852,Ashburn Branch,12/23/1994,39.04313398,-77.47372502,Fairfax,94.59115495,High
511,22858,United Bank,4100 Monument Corner Dr,FAIRFAX,Virginia,22030,105111,Fairfax Corner Branch,10/31/2005,38.85760152,-77.35896193,Fairfax,94.59115495,High
512,22858,United Bank,13870 Smoketown Road - (Dale City),FAIRFAX,Virginia,22030,188098,Woodbridge Branch,12/15/2003,38.652928,-77.304498,Fairfax,94.59115495,High
513,4297,"Capital One, National Association",1040 Largo Center Dr,MCLEAN,Virginia,22102,129602,Largo Town Center Branch,3/5/1994,38.9023134,-76.83726323,Fairfax,94.59115495,High
514,22858,United Bank,9872 Liberia Ave,FAIRFAX,Virginia,22030,71784,Prince William Branch,11/15/1994,38.74201101,-77.451387,Fairfax,94.59115495,High
515,4297,"Capital One, National Association",317 Kentlands Blvd,MCLEAN,Virginia,22102,301403,Gaithersburg Branch,12/30/1993,39.12384002,-77.238215,Fairfax,94.59115495,High
516,22858,United Bank,10695b Braddock Rd,FAIRFAX,Virginia,22030,159668,University Mall Branch,6/1/2004,38.82644209,-77.31531971,Fairfax,94.59115495,High
517,4297,"Capital One, National Association",4860 Massachusetts Ave Nw,MCLEAN,Virginia,22102,182040,"4860 Massachusetts Avenue, Nw Branch",6/30/1989,38.94498031,-77.09613764,Fairfax,94.59115495,High
518,22858,United Bank,289 Garrisonville Rd,FAIRFAX,Virginia,22030,50544,Stafford Branch,9/1/2004,38.47437399,-77.41927501,Fairfax,94.59115495,High
519,4297,"Capital One, National Association",2938 Chain Bridge Rd,MCLEAN,Virginia,22102,331285,Oakton Supermarket Branch - Giant,6/30/1989,38.88162892,-77.3004539,Fairfax,94.59115495,High
520,22858,United Bank,501 C Emancipation Highway,FAIRFAX,Virginia,22030,25840,Fredericksburg Branch,8/2/2004,38.314233,-77.47542797,Fairfax,94.59115495,High
521,4297,"Capital One, National Association",3499 S Jefferson St,MCLEAN,Virginia,22102,273194,Baileys Crossroads Branch,6/30/1989,38.84914054,-77.11727328,Fairfax,94.59115495,High
522,22858,United Bank,5766 Union Mill Rd,FAIRFAX,Virginia,22030,91404,Union Mill,12/13/2004,38.83423269,-77.41259312,Fairfax,94.59115495,High
523,4297,"Capital One, National Association",1 Catoctin Cir Ne,MCLEAN,Virginia,22102,117206,1 Catoctin Circle Branch,6/30/1989,39.110728,-77.55478498,Fairfax,94.59115495,High
524,22858,United Bank,440 E Main St,FAIRFAX,Virginia,22030,45378,Purcellville Branch,11/15/2004,39.13618698,-77.70852501,Fairfax,94.59115495,High
525,4297,"Capital One, National Association",15664 Old Columbia Pike,MCLEAN,Virginia,22102,115855,1577 Columbia Pike Branch,6/30/1989,39.11132198,-76.93383499,Fairfax,94.59115495,High
526,22858,United Bank,113 North Street,FAIRFAX,Virginia,22030,154299,Ripley Branch,1893-01-01,38.819928,-81.710734,Fairfax,94.59115495,High
527,4297,"Capital One, National Association",2950 Highway 365,MCLEAN,Virginia,22102,54496,Mid-County Branch,12/3/2007,29.94682699,-93.99261904,Fairfax,94.59115495,High
528,22858,United Bank,716 Main St W,FAIRFAX,Virginia,22030,0,Ripley West Branch,7/2/1984,38.82102202,-81.72265901,Fairfax,94.59115495,High
529,4297,"Capital One, National Association",1701 Sunrise Hwy,MCLEAN,Virginia,22102,355797,South Shore Mall Branch,6/21/1976,40.73948999,-73.24599524,Fairfax,94.59115495,High
530,4297,"Capital One, National Association",315 Wyckoff Ave,MCLEAN,Virginia,22102,325793,Wyckoff Avenue Branch,1/1/1905,40.70010067,-73.91183896,Fairfax,94.59115495,High
531,22858,United Bank,4261 Robert C Byrd Dr,FAIRFAX,Virginia,22030,49770,Raleigh Mall Shopping Center Branch,1/1/1934,37.81334002,-81.18644201,Fairfax,94.59115495,High
532,4297,"Capital One, National Association",144 Manetto Hill Rd,MCLEAN,Virginia,22102,155680,Plainview- Manetto Hill Road,1/1/1927,40.7822737,-73.47289227,Fairfax,94.59115495,High
533,22858,United Bank,2004 Webster Rd,FAIRFAX,Virginia,22030,101272,Summersville Branch,1/1/1934,38.29410302,-80.83718898,Fairfax,94.59115495,High
534,4297,"Capital One, National Association",225 Glen Cove Rd,MCLEAN,Virginia,22102,182100,Carle Place Branch,1/1/1927,40.74811833,-73.61737708,Fairfax,94.59115495,High
535,22858,United Bank,154 Fayette St,FAIRFAX,Virginia,22030,39221,Morgantown Branch,1/1/1935,39.63112998,-79.95580797,Fairfax,94.59115495,High
536,4297,"Capital One, National Association",466 Central Ave,MCLEAN,Virginia,22102,401969,North Cedarhurst Branch,1/1/1927,40.62108329,-73.72500114,Fairfax,94.59115495,High
537,22858,United Bank,106 W Washington St,FAIRFAX,Virginia,22030,111595,Charles Town Main Branch,5/8/1906,39.289084,-77.86056796,Fairfax,94.59115495,High
538,4297,"Capital One, National Association",516 5th Ave,MCLEAN,Virginia,22102,119934,Park Slope Branch,2/11/1980,40.66693343,-73.98836842,Fairfax,94.59115495,High
539,22858,United Bank,2180 National Rd,FAIRFAX,Virginia,22030,59623,Elm Grove Branch,7/1/1934,40.045131,-80.66036996,Fairfax,94.59115495,High
540,4297,"Capital One, National Association","2150 86th St, # 54",MCLEAN,Virginia,22102,328404,Bensonhurst86Th Street Branch,2/11/1980,40.6024323,-73.99496657,Fairfax,94.59115495,High
541,22858,United Bank,14 W Bethlehem Blvd,FAIRFAX,Virginia,22030,38450,Bethlehem Branch,7/1/1934,40.04422898,-80.69199497,Fairfax,94.59115495,High
542,4297,"Capital One, National Association",2520 Flatbush Ave,MCLEAN,Virginia,22102,102515,Kings Plaza Branch,7/22/1977,40.60867271,-73.92167722,Fairfax,94.59115495,High
543,22858,United Bank,21 12th St,FAIRFAX,Virginia,22030,195743,Wheeling Main,8/6/1937,40.06791301,-80.72252303,Fairfax,94.59115495,High
544,22858,United Bank,3198 Belmont St,FAIRFAX,Virginia,22030,49530,Bellaire Branch,6/30/1994,40.01373201,-80.74304302,Fairfax,94.59115495,High
545,4297,"Capital One, National Association",2903 Forest Ln,MCLEAN,Virginia,22102,185328,Forest And Josey Branch,5/28/2008,32.910338,-96.88018602,Fairfax,94.59115495,High
546,4297,"Capital One, National Association",9525 Queens Blvd,MCLEAN,Virginia,22102,341800,Rego Park Branch,6/18/1975,40.73091187,-73.86361049,Fairfax,94.59115495,High
547,22858,United Bank,4900 Massachusetts Ave Nw,FAIRFAX,Virginia,22030,54187,Spring Valley Branch,3/23/1992,38.94570857,-77.09717247,Fairfax,94.59115495,High
548,4297,"Capital One, National Association",333 Gause Blvd,MCLEAN,Virginia,22102,163885,Gause Boulevard Branch,12/8/1987,30.284304,-89.77637296,Fairfax,94.59115495,High
549,22858,United Bank,4901 Maccorkle Ave Se,FAIRFAX,Virginia,22030,53512,Kanawha City Branch,9/20/2002,38.31968999,-81.57908296,Fairfax,94.59115495,High
550,4297,"Capital One, National Association",131 Portion Rd,MCLEAN,Virginia,22102,218299,Ronkonkoma Branch,3/1/1990,40.82606826,-73.10845583,Fairfax,94.59115495,High
551,22858,United Bank,24 District Way,FAIRFAX,Virginia,22030,93515,Premier Bank Branch,7/18/2005,39.48207301,-77.95701198,Fairfax,94.59115495,High
552,4297,"Capital One, National Association",764 White Plains Rd,MCLEAN,Virginia,22102,167475,South Eastchester Branch,8/20/1987,40.9737882,-73.80319834,Fairfax,94.59115495,High
553,22858,United Bank,7867 Martinsburg Pike,FAIRFAX,Virginia,22030,70467,Shepherdstown Branch,6/29/2006,39.43500799,-77.82191196,Fairfax,94.59115495,High
554,4297,"Capital One, National Association",190 Broadway,MCLEAN,Virginia,22102,328578,Hicksville Branch,1/6/1987,40.76428823,-73.52045219,Fairfax,94.59115495,High
555,22858,United Bank,1501 Market St,FAIRFAX,Virginia,22030,0,Wheeling Drive-In Branch,7/1/2010,40.06438402,-80.72262001,Fairfax,94.59115495,High
556,4297,"Capital One, National Association",3117 Broadway,MCLEAN,Virginia,22102,228382,Astoria Broadway Branch,4/20/1979,40.76177743,-73.92465958,Fairfax,94.59115495,High
557,22858,United Bank,990 Elmer Prince Dr,FAIRFAX,Virginia,22030,802382,Suncrest Branch,2/14/2000,39.65236801,-79.96239003,Fairfax,94.59115495,High
558,4297,"Capital One, National Association",611 Hempstead Tpke,MCLEAN,Virginia,22102,342681,West Hempstead Branch,3/31/1978,40.70640891,-73.66204042,Fairfax,94.59115495,High
559,22858,United Bank,40 Hurley St,FAIRFAX,Virginia,22030,56213,Waterfront Branch,2/20/2001,39.62621198,-79.96158503,Fairfax,94.59115495,High
560,22858,United Bank,145 W Maple Ave,FAIRFAX,Virginia,22030,49809,Fayetteville Branch,1/1/1910,38.05220472,-81.1043353,Fairfax,94.59115495,High
561,4297,"Capital One, National Association",3345 Fulton St,MCLEAN,Virginia,22102,106363,Cypress Hill Branch,12/17/1932,40.6838552,-73.87192291,Fairfax,94.59115495,High
562,22858,United Bank,507 Holly Ave Route 10,FAIRFAX,Virginia,22030,22199,Aracoma Branch,1/1/1934,37.85965542,-81.99016371,Fairfax,94.59115495,High
563,4297,"Capital One, National Association",4020 Queens Blvd,MCLEAN,Virginia,22102,109320,Sunnyside Branch,9/21/1979,40.74345132,-73.92357563,Fairfax,94.59115495,High
564,22858,United Bank,200 4th Ave,FAIRFAX,Virginia,22030,68107,Montgomery Branch,1/19/1901,38.180387,-81.31560404,Fairfax,94.59115495,High
565,4297,"Capital One, National Association",755 Us Highway 1 S,MCLEAN,Virginia,22102,109920,WoodbrigdeIselin,12/10/2007,40.56298702,-74.30113,Fairfax,94.59115495,High
566,22858,United Bank,20020 Midland Trl,FAIRFAX,Virginia,22030,23683,Ansted Branch,1/2/1935,38.13518867,-81.09780205,Fairfax,94.59115495,High
567,4297,"Capital One, National Association",2015 Northwest Hwy,MCLEAN,Virginia,22102,65307,South Garland Highway Branch,11/13/2007,32.86453899,-96.65847496,Fairfax,94.59115495,High
568,22858,United Bank,621 7th St,FAIRFAX,Virginia,22030,194457,Moundsville Branch,1896-01-01,39.91841401,-80.74530899,Fairfax,94.59115495,High
569,4297,"Capital One, National Association",184 Essex St,MCLEAN,Virginia,22102,186844,Lodi Branch,6/4/2007,40.88873502,-74.06833797,Fairfax,94.59115495,High
570,22858,United Bank,109 Three Springs Dr,FAIRFAX,Virginia,22030,78444,Three Springs Drive-In Branch,2/14/1983,40.40503102,-80.54890004,Fairfax,94.59115495,High
571,4297,"Capital One, National Association",1735 Morris Ave,MCLEAN,Virginia,22102,110555,Union Branch,6/4/2007,40.6936714,-74.25789326,Fairfax,94.59115495,High
572,22858,United Bank,3567 Main St,FAIRFAX,Virginia,22030,12284,Main Street Branch,11/3/1986,40.39960801,-80.59083504,Fairfax,94.59115495,High
573,4297,"Capital One, National Association",1040 Collins Blvd,MCLEAN,Virginia,22102,207007,Collins Blvd Branch,1/15/1969,30.48729802,-90.09335198,Fairfax,94.59115495,High
574,22858,United Bank,101 E Main St,FAIRFAX,Virginia,22030,130041,Glenville Branch,9/14/1932,38.93323298,-80.83713098,Fairfax,94.59115495,High
575,4297,"Capital One, National Association",369 Merrick Ave,MCLEAN,Virginia,22102,107598,East Meadow Branch,7/18/2005,40.71337739,-73.57260104,Fairfax,94.59115495,High
576,22858,United Bank,121 E 2nd St,FAIRFAX,Virginia,22030,102823,Weston Branch,4/24/1906,39.037981,-80.46647199,Fairfax,94.59115495,High
577,4297,"Capital One, National Association",1085 Northern Boulevard,MCLEAN,Virginia,22102,143572,Roslyn Branch,8/29/2005,40.798905,-73.66182,Fairfax,94.59115495,High
578,22858,United Bank,1 Court Sq,FAIRFAX,Virginia,22030,47865,Webster Springs Branch,2/20/1934,38.47841914,-80.41247768,Fairfax,94.59115495,High
579,4297,"Capital One, National Association",4612 13th Ave,MCLEAN,Virginia,22102,83477,Borough Park Branch,1/16/2005,40.63651203,-73.99079079,Fairfax,94.59115495,High
580,22858,United Bank,90 Railroad Ave,FAIRFAX,Virginia,22030,15753,Cowen Branch,8/24/1983,38.41311003,-80.55606687,Fairfax,94.59115495,High
581,4297,"Capital One, National Association",301 W 125th St,MCLEAN,Virginia,22102,101674,Harlem Branch,12/20/2004,40.81046171,-73.95144881,Fairfax,94.59115495,High
582,22858,United Bank,555 C St,FAIRFAX,Virginia,22030,137875,Ceredo Branch,1892-07-12,38.39639899,-82.560849,Fairfax,94.59115495,High
583,4297,"Capital One, National Association",249 E 86th St,MCLEAN,Virginia,22102,172752,86Th & 3Rd Branch,6/21/2004,40.7781501,-73.95188786,Fairfax,94.59115495,High
584,22858,United Bank,129 Main St,FAIRFAX,Virginia,22030,245642,Beckley Main Branch,7/15/1909,37.77778399,-81.18889598,Fairfax,94.59115495,High
585,4297,"Capital One, National Association",3517 Johnson Ave,MCLEAN,Virginia,22102,96413,Riverdale Johnson Ave Branch,8/5/2004,40.88613948,-73.9100029,Fairfax,94.59115495,High
586,22858,United Bank,425 Robert C Byrd Drive,FAIRFAX,Virginia,22030,39323,Sophia Branch,11/21/1975,37.70978078,-81.25050407,Fairfax,94.59115495,High
587,4297,"Capital One, National Association",2159 White Plains Rd,MCLEAN,Virginia,22102,49984,Pelham Parkway Branch,12/20/2002,40.85526122,-73.86788317,Fairfax,94.59115495,High
588,22858,United Bank,300 Market St,FAIRFAX,Virginia,22030,23245,Man Branch,1/1/1934,37.74400102,-81.87251202,Fairfax,94.59115495,High
589,4297,"Capital One, National Association",7521 Main St,MCLEAN,Virginia,22102,82704,Kew Garden Hills Branch,9/7/1993,40.72354246,-73.81992502,Fairfax,94.59115495,High
590,22858,United Bank,1661 Smoot Ave,FAIRFAX,Virginia,22030,42903,Danville Branch,1/1/1934,38.080712,-81.83354799,Fairfax,94.59115495,High
591,4297,"Capital One, National Association",530 N Broadway,MCLEAN,Virginia,22102,292486,North Broadway Branch,11/15/1954,41.05156669,-73.7700506,Fairfax,94.59115495,High
592,22858,United Bank,220 Main St,FAIRFAX,Virginia,22030,61404,Logan Branch,7/1/1934,37.84670498,-81.99197602,Fairfax,94.59115495,High
593,4297,"Capital One, National Association",3207 Westpark Dr,MCLEAN,Virginia,22102,197300,West University Branch,5/13/1988,29.727925,-95.42826001,Fairfax,94.59115495,High
594,4297,"Capital One, National Association","1260 Blalock Rd, Ste 100",MCLEAN,Virginia,22102,521703,Blalock Branch,1/1/1956,29.79144801,-95.52099404,Fairfax,94.59115495,High
595,22858,United Bank,11185 Fairfax Blvd,FAIRFAX,Virginia,22030,163496,United Bank,5/10/1979,38.855483,-77.33200498,Fairfax,94.59115495,High
596,57184,The Freedom Bank of Virginia,11700 Plaza America Dr,FAIRFAX,Virginia,22030,41971,Reston Branch,6/19/2014,38.95275222,-77.35004962,Fairfax,94.59115495,High
597,57184,The Freedom Bank of Virginia,502 Maple Ave W,FAIRFAX,Virginia,22030,54188,Maple Ave Branch,4/27/2005,38.89402856,-77.27393549,Fairfax,94.59115495,High
598,4297,"Capital One, National Association",387 Hungerford Dr,MCLEAN,Virginia,22102,210955,Hungerford Branch,7/30/2009,39.088359,-77.15020301,Fairfax,94.59115495,High
599,57184,The Freedom Bank of Virginia,4090 Lafayette Center Dr,FAIRFAX,Virginia,22030,31014,Chantilly Branch,12/27/2017,38.9090447,-77.46959149,Fairfax,94.59115495,High
600,4297,"Capital One, National Association",29963 S Magnolia St,MCLEAN,Virginia,22102,32736,Livingston Branch,4/13/1957,30.50254101,-90.75023997,Fairfax,94.59115495,High
601,57184,The Freedom Bank of Virginia,"10611 Balls Ford Rd, Ste 110",FAIRFAX,Virginia,22030,61865,Manassas Branch,8/24/2020,38.7994783,-77.51444372,Fairfax,94.59115495,High
602,4297,"Capital One, National Association",19801 Century Blvd,MCLEAN,Virginia,22102,218348,Germantown Tc Branch,7/30/2009,39.18028698,-77.26805198,Fairfax,94.59115495,High
603,57742,MainStreet Bank,10089 Fairfax Blvd,FAIRFAX,Virginia,22030,841075,Mainstreet Bank,5/26/2004,38.86190399,-77.29288404,Fairfax,94.59115495,High
604,4297,"Capital One, National Association",12293 Tech Rd,MCLEAN,Virginia,22102,164343,West Tech ParkSilver Spring Branch,7/30/2009,39.057583,-76.96706404,Fairfax,94.59115495,High
605,57742,MainStreet Bank,1354 Old Chain Bridge Rd,FAIRFAX,Virginia,22030,283791,Mclean Branch,12/14/2009,38.93757913,-77.17612639,Fairfax,94.59115495,High
606,4297,"Capital One, National Association",10651 Martin Luther King Jr Hwy,MCLEAN,Virginia,22102,163043,Vista GardensLanham Branch,7/30/2009,38.9554351,-76.82268333,Fairfax,94.59115495,High
607,57742,MainStreet Bank,1000 N Highland St,FAIRFAX,Virginia,22030,39830,Arlington Branch,4/6/2010,38.88484199,-77.09514203,Fairfax,94.59115495,High
608,4297,"Capital One, National Association",1025 Washington Blvd S,MCLEAN,Virginia,22102,207175,Laurel Shopping Center Branch,7/30/2009,39.09526314,-76.85321411,Fairfax,94.59115495,High
609,57742,MainStreet Bank,727 Elden St,FAIRFAX,Virginia,22030,113506,Herndon Branch,8/13/2012,38.96946707,-77.38559074,Fairfax,94.59115495,High
610,4297,"Capital One, National Association",336 Pennsylvania Ave Se,MCLEAN,Virginia,22102,178858,Capitol Hill Branch,7/30/2009,38.88684376,-77.00076088,Fairfax,94.59115495,High
611,57742,MainStreet Bank,307 E Market St,FAIRFAX,Virginia,22030,92209,Leesburg Branch,4/18/2018,39.11219102,-77.55942797,Fairfax,94.59115495,High
612,4297,"Capital One, National Association",815 Route 22 West,MCLEAN,Virginia,22102,75059,North Plainfield Branch,4/12/2010,40.625291,-74.441083,Fairfax,94.59115495,High
613,57742,MainStreet Bank,"1130 Connecticut Ave Nw, Ste 110",FAIRFAX,Virginia,22030,387189,Dc Branch,2/25/2020,38.90464877,-77.04113131,Fairfax,94.59115495,High
614,4297,"Capital One, National Association",3230 Sunrise Hwy,MCLEAN,Virginia,22102,338092,Wantagh Branch,11/18/2009,40.67136138,-73.5099189,Fairfax,94.59115495,High
615,57890,"HSBC Bank USA, National Association",1800 Tysons Blvd,TYSONS,Virginia,22102,406615,"Hsbc Bank Usa, National Association",7/1/2004,38.92248969,-77.22239709,Fairfax,94.59115495,High
616,4297,"Capital One, National Association",4975 N O Connor Rd,MCLEAN,Virginia,22102,557530,O'Connor Road Branch,10/21/2009,32.86717401,-96.94605898,Fairfax,94.59115495,High
617,57890,"HSBC Bank USA, National Association",250 Park Ave,TYSONS,Virginia,22102,1814816,Park Avenue Wealth Center Branch,5/22/1907,40.75481469,-73.9758947,Fairfax,94.59115495,High
618,4297,"Capital One, National Association",12201 Darnestown Rd,MCLEAN,Virginia,22102,65039,Darnestown Road Branch,11/1/2007,39.11880099,-77.253847,Fairfax,94.59115495,High
619,57890,"HSBC Bank USA, National Association",3910 Main St,TYSONS,Virginia,22102,716132,Flushing Wealth Center Branch,2/20/1996,40.75994569,-73.83050482,Fairfax,94.59115495,High
620,4297,"Capital One, National Association",6690 Marie Curie Dr,MCLEAN,Virginia,22102,380135,Elkridge Branch,8/23/2007,39.18685601,-76.79565596,Fairfax,94.59115495,High
621,57890,"HSBC Bank USA, National Association","66 Hudson Blvd, E",TYSONS,Virginia,22102,91258034,Hudson Yards Wealth Center Branch,1/25/1966,40.75535522,-74.00006461,Fairfax,94.59115495,High
622,4297,"Capital One, National Association",21700 Towncenter Plz,MCLEAN,Virginia,22102,320091,Sterling Town Center Branch,5/19/2005,39.01415599,-77.372118,Fairfax,94.59115495,High
623,57890,"HSBC Bank USA, National Association",6702 Bay Parkway,TYSONS,Virginia,22102,1057227,Bay Parkway Wealth Center Branch,12/1/1965,40.6127,-73.982704,Fairfax,94.59115495,High
624,4297,"Capital One, National Association","1305 W 7th St, Ste 39",MCLEAN,Virginia,22102,80879,Frederick Town Center Branch,4/21/2005,39.43156701,-77.41864703,Fairfax,94.59115495,High
625,57890,"HSBC Bank USA, National Association",150 Canal St,TYSONS,Virginia,22102,542395,Chinatown Wealth Center Branch,7/15/1942,40.71628553,-73.99670422,Fairfax,94.59115495,High
626,4297,"Capital One, National Association",5041 Nicholson Ln,MCLEAN,Virginia,22102,96264,Nicholson LaneRockville Branch,7/30/2009,39.04658301,-77.10399299,Fairfax,94.59115495,High
627,4297,"Capital One, National Association",5903 Buckeystown Pike,MCLEAN,Virginia,22102,247289,Urbana PikeFrederick Branch,7/30/2009,39.39708,-77.40837803,Fairfax,94.59115495,High
628,4297,"Capital One, National Association",2401 Liberty Heights Ave Ste 2725,MCLEAN,Virginia,22102,4040,Mondawmin Mall Branch,11/5/2013,39.317221,-76.65467604,Fairfax,94.59115495,High
